Data,Średnia waga (kg),Największa waga (kg),Najmniejsza waga (kg),Kalorie (kcal),Punkty kardio,Minuty intensywnego treningu,Dolna szerokość geograficzna (w stopniach),Dolna długość geograficzna (w stopniach),Górna szerokość geograficzna (w stopniach),Górna długość geograficzna (w stopniach),Średnie tętno (bpm),Najwyższe tętno (bpm),Najniższe tętno (bpm),Liczba kroków,Odległość (m),Średnia szybkość (m/s),Największa szybkość (m/s),Najmniejsza szybkość (m/s),Liczba minut ruchu,Jazda na rowerze – czas trwania (ms),Brak aktywności – czas trwania (ms),Marsz – czas trwania (ms),Bieg – czas trwania (ms),Badminton – czas trwania (ms),Turystyka piesza – czas trwania (ms),Sen – czas trwania (ms),Pływanie – czas trwania (ms),Inna – czas trwania (ms),Płytki sen – czas trwania (ms),Głęboki sen – czas trwania (ms),Wybudzenie ze snu – czas trwania (ms)
2020-12-07,,,,1600.7975493441081,,,,,,,80.45192559258057,119.62924194335938,55.78602600097656,5284,1999.4581499397755,0.39961546754404925,1.5082640647888184,0.24452756345272064,33,,83521933,201672,,,,,,,,,
2020-12-08,,,,2055.15225257952,69.0,66,52.39955139160156,16.908967971801758,52.4273796081543,16.91960906982422,78.97789382743886,142.4785919189453,57.772579193115234,11412,8619.33644546778,0.7003748386355602,17.051097869873047,0.0203873161226511,124,,75438086,8312300,,,,,,,,,
2020-12-09,,,,1633.4084855799265,9.0,9,52.426307678222656,16.909683227539062,52.427188873291016,16.91221046447754,83.36467427204414,124.69210815429688,59.875,3230,1602.179112315178,0.5546795378889448,15.588949203491211,0.09764644503593445,22,,83684620,783806,,,,,,,,,
2020-12-10,,,,1596.29742082499,,,,,,,83.13706484748353,121.68809509277344,59.313743591308594,3465,1290.2168875932693,0.4229095499278638,2.502594232559204,0.24377977848052979,28,,85226590,121342,,,,,,,,,
2020-12-11,,,,1729.1653256894874,39.0,34,52.425758361816406,16.909503936767578,52.43486785888672,16.915067672729492,88.72138370501582,139.59457397460938,59.07780075073242,7505,4574.612923979759,0.40508737588932536,6.870952129364014,0.11402706801891327,63,,81340316,2493149,,,,,,,,,
2020-12-12,,,,1650.8658333420312,11.0,8,52.42630386352539,16.90924072265625,52.42716979980469,16.912036895751953,85.57364970112779,149.7626495361328,60.9370002746582,4615,2455.4468334913254,0.798510522516017,3.597801685333252,0.03144167363643646,37,,83336687,1095436,,,,,,,,,
2020-12-13,,,,1851.9369870103487,42.0,40,52.426055908203125,16.906536102294922,52.42826461791992,16.912235260009766,89.71279314763694,140.33599853515625,60.5010871887207,8539,5787.616927027702,0.4786039052053287,7.6674909591674805,0.016501406207680702,101,,78828382,4684732,,,,,,,,,
2020-12-14,,,,1589.4997823366814,,,,,,,79.96550154598917,122.10893249511719,56.02461242675781,3699,313.85947346687317,1.0970306996867474,4.119806289672852,0.24408331513404846,22,,86400000,,,,,,,,,,
2020-12-15,,,,1870.208520341099,9.0,9,52.42628479003906,16.909374237060547,52.427207946777344,16.912132263183594,83.55019526492873,142.59725952148438,59.381778717041016,4872,3312.386461928487,0.43899201493281836,6.445509910583496,0.00809171237051487,58,,78852849,5010894,,,,,,,,,
2020-12-16,,,,1636.284486127764,12.0,11,52.426170349121094,16.909502029418945,52.427215576171875,16.912147521972656,84.1389142460759,135.9510040283203,59.571048736572266,4122,1856.5479837357998,0.5211818281057541,3.184692859649658,0.19606773555278778,24,,85225470,835143,,,,,,,,,
2020-12-17,,,,1688.9261395006988,14.0,12,52.424644470214844,16.907846450805664,52.427040100097656,16.910015106201172,74.55860547108499,139.2225341796875,58.30039978027344,4995,2733.331409841776,0.39158766105798454,2.349264144897461,0.014608519151806831,48,,84342354,1774844,,,,,,,,,
2020-12-18,,,,1717.7253750008194,20.0,20,52.42380905151367,16.908098220825195,52.4271333,16.912166595458984,78.23835477820629,128.79649353027344,55.651268005371094,5039,3333.2911198735237,0.4932771765004996,6.126744270324707,0.04081299528479576,47,,77181543,2284998,,,,,,,2460000,2640000,
2020-12-19,,,,1694.4106649558676,9.0,9,52.42629623413086,16.909225463867188,52.427242279052734,16.9124755859375,79.23345185911175,120.521240234375,41.76655960083008,4911,2970.3851553201675,0.4901236425493851,11.522943496704102,0.015781693160533905,56,,82478267,1872748,,,,,,,,,
2020-12-20,,,,1732.4975050393896,27.0,27,52.423728942871094,16.90936851501465,52.42721176147461,16.918588638305664,84.77299490935161,128.65757751464844,61.536197662353516,6890,4099.874066932851,0.4810686482211308,4.6230549812316895,0.02142575941979885,67,,81609022,2552630,,,,,,,,,
2020-12-21,,,,1706.643473784785,25.0,24,52.4262809753418,16.909364700317383,52.427223205566406,16.912220001220703,80.06103183711188,134.76536560058594,51.7462043762207,6646,3707.835334330073,0.3655163291868564,3.181309938430786,0.07337725907564163,62,,78993563,2091113,,,,,,,4200000,,
2020-12-22,,,,2148.164713579312,107.0,85,52.42471694946289,16.907861709594727,52.43891906738281,16.927040100097656,78.85170993445129,148.54428100585938,60.18446731567383,13502,10885.606229364872,0.5144146745402903,17.939252853393555,0.017232906073331833,147,,73409391,9972129,,,,,,,,,
2020-12-23,,,,1981.3437662514202,31.0,30,52.4263026,16.90373420715332,52.43038558959961,16.9119844,80.0059586836242,140.06826782226562,58.92829895019531,7299,4585.889344215393,0.6450252210885375,4.168624401092529,0.2330697476863861,80,,80489439,3731912,,,,,,,,,
2020-12-24,,,,2543.0193315527285,,,,,,,67.69665764046829,103.79605102539062,58.324005126953125,4674,2703.1701434850693,0.3964362630394196,1.9206260442733765,0.24268874526023865,86,,77215412,,,,,,,,,,
2020-12-25,,,,1592.3004508021895,,,,,,,,,,1489,916.3700923919678,1.7655771892637728,25.48175811767578,0.2947177588939667,31,,75809863,49994,,,,,,,,,
2020-12-26,,,,1598.8296032420692,,,,,,,77.41159802080394,106.21763610839844,59.875,2806,1083.5988750670585,0.3912200036052721,2.0082619190216064,0.2416711300611496,25,,85421828,163445,,,,,,,,,
2020-12-27,,,,3270.859429287162,21.0,19,52.421825,16.9089149,52.4269797,16.911,95.23235124196832,148.8238067626953,57.84935760498047,5585,3077.676370837864,1.1278326130326426,7.730086326599121,0.0666297897696495,44,,54968186,30008652,,,,,,,,,
2020-12-28,,,,2041.4317581491969,34.0,34,52.42448043823242,16.908315658569336,52.42720413208008,16.912126541137695,86.6775063319866,136.09190368652344,63.81174850463867,7797,5840.634336736635,0.6848013456110299,11.99111557006836,0.003058290109038353,78,,74911038,8067377,,,,,,,,,
2020-12-29,,,,1658.3844610052815,12.0,12,52.42623519897461,16.909440994262695,52.42723083496094,16.912479400634766,81.13015998901669,131.03829956054688,56.677528381347656,3759,2370.6885199546814,0.6738329617412228,2.3967533111572266,0.060203347355127335,38,,83102114,1229650,,,,,,,,,
2020-12-30,,,,1710.260447838501,35.0,32,52.42628860473633,16.909364700317383,52.43473815917969,16.91484832763672,85.0399866589836,137.77993774414062,58.49138259887695,7009,4488.2323697805405,0.36000117375038937,4.5137939453125,0.18308645486831665,51,,83226897,2136616,,,,,,,,,
2020-12-31,,,,1613.7053355375522,,,,,,,81.67222659041563,116.37321472167969,62.388641357421875,3721,1803.4663038253784,0.38748290786448025,1.1440560817718506,0.2553982734680176,45,,82394471,432087,,,,,,,,,
2021-01-01,,,,1589.4999238537014,,,,,,,,,,500,259.4080047607422,0.6681453858777101,1.0865569114685059,0.27931109070777893,3,,85727250,,,,,,,,,,
2021-01-02,,,,1612.8541257447032,,,52.4265924,16.9096714,52.4268443,16.9101038,82.96430117471266,118.84091186523438,58.452842712402344,4901,1817.4088609218597,0.9481859227925485,3.356395959854126,0.2437112033367157,37,,78457308,416893,,,,,,,2580000,2640000,
2021-01-03,,,,1673.65824805497,19.0,17,52.42183303833008,16.90855598449707,52.4270173,16.9100935,80.8281275966052,135.66195678710938,55.46498107910156,6983,3596.9439381361008,0.5820110605809327,24.754962921142578,0.13708190619945526,66,,82241472,1502299,,,,,,,,,
2021-01-04,,,,1612.8828825191163,,,52.4266806,16.909552,52.4268162,16.9100957,79.69499165850058,117.0604019165039,59.875,5014,1636.4805344343185,0.3888502362583906,1.4138273000717163,0.24671122431755066,28,,84078734,417406,,,,,,,,,
2021-01-05,,,,1786.4948313505636,38.0,36,52.4237576,16.9093197,52.4268929,16.9185875,78.74143115709424,149.87069702148438,56.78191375732422,7436,4079.36845767498,0.4144143636261138,3.559744119644165,0.17077946662902832,63,,82202090,3109987,177264,,,,,,,,
2021-01-06,,,,1596.6149861690558,,,52.4260604,16.90947,52.4268045,16.910042,87.27915631133342,114.18626403808594,60.021121978759766,4784,1870.7399611473083,0.5873082317176213,1.628414273262024,0.24273116886615753,32,,84850707,127010,,,,,,,,,
2021-01-07,,,,1707.8338133139282,48.0,39,52.42612075805664,16.90375328063965,52.43050765991211,16.91217613220215,77.56536204891677,156.2997283935547,58.215904235839844,7609,5458.130489706993,0.4535280520043778,5.506198883056641,0.01758415438234806,77,,77033316,7651550,,,,,,,,,
2021-01-08,,,,1589.499860970695,,,52.4266826,16.9097417,52.4267837,16.9100376,78.14260361343227,145.80340576171875,53.108245849609375,4368,202.4016181230545,0.74579677470514,1.226792812347412,0.26694250106811523,31,,85718480,,,,,,,,,,
2021-01-09,,,,1701.5824708616863,31.0,29,52.426666259765625,16.909378051757812,52.4326538,16.914329528808594,86.1585006750652,134.8922119140625,62.640785217285156,6547,3420.740356683731,0.4789360823724697,3.4385666847229004,0.2432623654603958,44,,83875582,2000773,,,,,,,,,
2021-01-10,,,,1614.4906863164672,,,52.4266588,16.9093224,52.4267978,16.9100267,74.85182522180943,123.47911071777344,59.875,4509,2246.775536417961,0.5756141976976965,1.800140619277954,0.24323396384716034,60,,84173641,446107,,,,,,,,,
2021-01-11,,,,1968.0532682091325,67.0,59,52.42524337768555,16.909358978271484,52.43674087524414,16.920013427734375,87.11661489441347,150.84815979003906,56.83336639404297,11298,8231.331249117851,0.6093801688899241,9.261229515075684,0.01868959702551365,112,,68157912,6499065,,,,,,,,,
2021-01-12,,,,2377.228938161438,12.0,10,,,,,77.03662302172697,141.05145263671875,56.0757942199707,4831,2204.15169775486,0.4926193656769973,3.6143641471862793,0.24386224150657654,44,,,14061649,,,,,,,,,
2021-01-13,,,,1607.7020842952575,,,,,,,76.90675406542171,127.47972869873047,56.89146423339844,3165,1210.768547654152,0.4822508701766713,1.012349247932434,0.24359732866287231,25,,,324921,,,,,,,,,
2021-01-14,,,,1671.8085115816139,55.0,51,52.410358,16.903217315673828,52.42814636230469,16.9140855,95.16199798637436,141.4418487548828,58.21721649169922,10232,8607.574458658695,0.6734574166626651,12.815849304199219,0.024967946112155914,109,,2662,6368017,,,,,,,,,
2021-01-15,,,,,,,52.4267017,16.9097684,52.4267828,16.9099535,,,,268,175.61988973617554,0.36890528964230446,0.6748314499855042,0.26694250106811523,4,,,,,,,,,,,,
